FingerPrint,Week,Iteration,Unscheduled,Count ,,
5.43E+12,3,1443,4,1,,3
5.43E+12,3,1451,4,1,,3
5.42800118283900E+12 Total,6,,,2,,3
5.43E+12,3,1472,4,1,,3
5.42804337904100E+12 Total,3,,,1,,3
5.43E+12,3,8471,4,1,,3
5.42807371218400E+12 Total,3,,,1,,3
5.43E+12,3,9516,6,1,,3
5.42807579241100E+12 Total,3,,,1,,3
5.43E+12,3,9498,6,1,,3
5.42811854848100E+12 Total,3,,,1,,3
5.43E+12,3,12154,2,1,,3
5.43E+12,3,12173,2,1,,3
5.42815439190100E+12 Total,6,,,2,,3
5.43E+12,3,36,4,1,,3
5.42816577118900E+12 Total,3,,,1,,3
5.43E+12,2,18511,6,1,,2
5.42820347445300E+12 Total,2,,,1,,2
5.43E+12,3,7275,2,1,,3
5.42822295549900E+12 Total,3,,,1,,3
5.43E+12,3,115,4,1,,3
5.42823601011300E+12 Total,3,,,1,,3
5.43E+12,3,1454,4,1,,3
5.42825310951300E+12 Total,3,,,1,,3
5.43E+12,2,18443,4,1,,2
5.43E+12,2,18455,4,1,,2
5.43E+12,2,18457,4,1,,2
5.42830953606100E+12 Total,6,,,3,,2
5.43E+12,3,7279,4,1,,3
5.42843268623700E+12 Total,3,,,1,,3
5.43E+12,2,18507,4,1,,2
5.42843942660100E+12 Total,2,,,1,,2
5.43E+12,3,7694,4,1,,3
5.42851558846100E+12 Total,3,,,1,,3
5.43E+12,3,12299,2,1,,3
5.42852109018700E+12 Total,3,,,1,,3
5.43E+12,3,1453,4,1,,3
5.42854337775300E+12 Total,3,,,1,,3
5.43E+12,3,9573,4,1,,3
5.42870899860300E+12 Total,3,,,1,,3
5.43E+12,3,8080,4,1,,3
5.42874407383600E+12 Total,3,,,1,,3
5.43E+12,3,2421,2,1,,3
5.43E+12,3,2827,2,1,,3
5.43E+12,3,2842,2,1,,3
5.42877768883900E+12 Total,9,,,3,,3
5.43E+12,3,7714,4,1,,3
5.43E+12,3,7730,4,1,,3
5.42893729295900E+12 Total,6,,,2,,3
5.43E+12,3,7722,2,1,,3
5.42894066827700E+12 Total,3,,,1,,3
5.43E+12,3,3230,2,1,,3
5.43E+12,3,3343,2,1,,3
5.43E+12,3,3414,2,1,,3
5.43E+12,3,3691,2,1,,3
5.43E+12,3,3736,2,1,,3
5.42895682155200E+12 Total,15,,,5,,3
5.43E+12,3,7286,4,1,,3
5.42898259890300E+12 Total,3,,,1,,3
5.43E+12,3,2302,4,1,,3
5.42902640853700E+12 Total,3,,,1,,3
5.43E+12,3,113,6,1,,3
5.42903486827500E+12 Total,3,,,1,,3
5.43E+12,3,26,2,1,,3
5.42904536514100E+12 Total,3,,,1,,3
5.43E+12,2,18383,6,1,,2
5.43E+12,2,18399,6,1,,2
5.43E+12,2,18401,6,1,,2
5.43E+12,2,18424,6,1,,2
5.43E+12,2,18426,6,1,,2
5.43E+12,2,18434,6,1,,2
5.42908541980100E+12 Total,12,,,6,,2
5.43E+12,3,590,2,1,,3
5.42915669879900E+12 Total,3,,,1,,3
5.43E+12,3,7304,2,1,,3
5.42924278776100E+12 Total,3,,,1,,3
5.43E+12,3,73,4,1,,3
5.42928664482700E+12 Total,3,,,1,,3
5.43E+12,2,21496,4,1,,2
5.43E+12,2,21500,4,1,,2
5.43E+12,2,21563,4,1,,2
5.43E+12,2,21567,4,1,,2
5.43E+12,2,21573,4,1,,2
5.43E+12,2,21579,4,1,,2
5.43E+12,2,21599,4,1,,2
5.43E+12,2,21607,4,1,,2
5.43E+12,2,21618,4,1,,2
5.43E+12,2,21647,4,1,,2
5.43E+12,2,21651,4,1,,2
5.43E+12,2,21725,4,1,,2
5.43E+12,2,21745,4,1,,2
5.43E+12,2,21770,4,1,,2
5.43E+12,2,21792,4,1,,2
5.43E+12,2,21817,4,1,,2
5.43E+12,2,21833,4,1,,2
5.43E+12,2,21848,4,1,,2
5.43E+12,2,21852,4,1,,2
5.43E+12,2,21877,4,1,,2
5.43E+12,2,21889,4,1,,2
5.43E+12,2,21909,4,1,,2
5.43E+12,2,21974,4,1,,2
5.43E+12,2,21999,4,1,,2
5.43E+12,2,22010,4,1,,2
5.43E+12,2,22014,4,1,,2
5.43E+12,2,22016,4,1,,2
5.43E+12,2,22026,4,1,,2
5.43E+12,2,22038,4,1,,2
5.43E+12,2,22040,4,1,,2
5.42933109551900E+12 Total,60,,,30,,2
5.43E+12,3,7450,2,1,,3
5.42938660704900E+12 Total,3,,,1,,3
5.43E+12,3,12163,2,1,,3
5.42942098762300E+12 Total,3,,,1,,3
5.43E+12,3,7017,4,1,,3
5.42948014017900E+12 Total,3,,,1,,3
5.43E+12,3,1491,4,1,,3
5.42951295540500E+12 Total,3,,,1,,3
5.43E+12,3,12157,4,1,,3
5.42960160108700E+12 Total,3,,,1,,3
5.43E+12,3,7691,4,1,,3
5.42963254883900E+12 Total,3,,,1,,3
5.43E+12,3,8006,2,1,,3
5.43E+12,3,8042,2,1,,3
5.43E+12,3,8260,2,1,,3
5.43E+12,3,8292,2,1,,3
5.43E+12,3,8322,2,1,,3
5.43E+12,3,8536,2,1,,3
5.42969027607400E+12 Total,18,,,6,,3
5.43E+12,3,1484,4,1,,3
5.42969239288700E+12 Total,3,,,1,,3
5.43E+12,3,117,4,1,,3
5.42970383379300E+12 Total,3,,,1,,3
5.43E+12,3,1460,4,1,,3
5.42973001522500E+12 Total,3,,,1,,3
5.43E+12,3,9714,6,1,,3
5.42984968408100E+12 Total,3,,,1,,3
5.43E+12,3,3063,2,1,,3
5.43E+12,3,3233,2,1,,3
5.43E+12,3,3267,2,1,,3
5.43E+12,3,3317,2,1,,3
5.43E+12,3,3443,2,1,,3
5.43E+12,3,3521,2,1,,3
5.43E+12,3,3527,2,1,,3
5.43E+12,3,3771,2,1,,3
5.43E+12,3,3774,2,1,,3
5.42989667273000E+12 Total,27,,,9,,3
5.43E+12,2,18440,4,1,,2
5.43E+12,2,18446,4,1,,2
5.42995753914900E+12 Total,4,,,2,,2
5.43E+12,3,7296,2,1,,3
5.42999376240900E+12 Total,3,,,1,,3
5.43E+12,2,18403,6,1,,2
5.43E+12,2,18416,6,1,,2
5.43E+12,2,18428,6,1,,2
5.43012849766900E+12 Total,6,,,3,,2
5.43E+12,3,12167,2,1,,3
5.43023001985300E+12 Total,3,,,1,,3
5.43E+12,2,18528,6,1,,2
5.43025387786100E+12 Total,2,,,1,,2
5.43E+12,2,21539,4,1,,2
5.43E+12,2,21543,4,1,,2
5.43E+12,2,21601,4,1,,2
5.43E+12,2,21691,4,1,,2
5.43E+12,2,21697,4,1,,2
5.43E+12,2,21732,4,1,,2
5.43E+12,2,21938,4,1,,2
5.43E+12,2,21984,4,1,,2
5.43E+12,2,21994,4,1,,2
5.43026886008300E+12 Total,18,,,9,,2
5.43E+12,2,18460,4,1,,2
5.43E+12,2,18462,4,1,,2
5.43035993946900E+12 Total,4,,,2,,2
5.43E+12,3,1464,2,1,,3
5.43054776546700E+12 Total,3,,,1,,3
5.43E+12,3,9483,4,1,,3
5.43E+12,3,9500,4,1,,3
5.43057736208900E+12 Total,6,,,2,,3
5.43E+12,3,9504,6,1,,3
5.43058691496700E+12 Total,3,,,1,,3
5.43E+12,3,7324,4,1,,3
5.43E+12,3,7778,4,1,,3
5.43065977189900E+12 Total,6,,,2,,3
5.43E+12,3,1449,2,1,,3
5.43070215804300E+12 Total,3,,,1,,3
5.43E+12,3,2629,2,1,,3
5.43071995322700E+12 Total,3,,,1,,3
5.43E+12,3,9515,6,1,,3
5.43E+12,3,9517,6,1,,3
5.43E+12,3,9525,6,1,,3
5.43077131706500E+12 Total,9,,,3,,3
5.43E+12,3,4083,4,1,,3
5.43E+12,3,4114,4,1,,3
5.43E+12,3,4263,4,1,,3
5.43E+12,3,4435,4,1,,3
5.43083462922200E+12 Total,12,,,4,,3
5.43E+12,3,23,4,1,,3
5.43086858847700E+12 Total,3,,,1,,3
5.43E+12,3,7975,4,1,,3
5.43E+12,3,7979,4,1,,3
5.43E+12,3,8231,4,1,,3
5.43E+12,3,8263,4,1,,3
5.43E+12,3,8295,4,1,,3
5.43E+12,3,8325,4,1,,3
5.43E+12,3,8443,4,1,,3
5.43087244870000E+12 Total,21,,,7,,3
5.43E+12,3,204,4,1,,3
5.43092766215700E+12 Total,3,,,1,,3
5.43E+12,3,39,4,1,,3
5.43092965619500E+12 Total,3,,,1,,3
5.43E+12,3,3226,2,1,,3
5.43E+12,3,3237,2,1,,3
5.43E+12,3,3277,2,1,,3
5.43E+12,3,3446,2,1,,3
5.43E+12,3,3617,2,1,,3
5.43E+12,3,3658,2,1,,3
5.43E+12,3,3783,2,1,,3
5.43096433611800E+12 Total,21,,,7,,3
5.43E+12,3,54,2,1,,3
5.43E+12,3,61,2,1,,3
5.43E+12,3,66,2,1,,3
5.43E+12,3,76,2,1,,3
5.43097226058100E+12 Total,12,,,4,,3
5.43E+12,2,21484,4,1,,2
5.43E+12,2,21530,4,1,,2
5.43E+12,2,21631,4,1,,2
5.43E+12,2,21681,4,1,,2
5.43E+12,2,21759,4,1,,2
5.43E+12,2,21767,4,1,,2
5.43E+12,2,21856,4,1,,2
5.43E+12,2,21906,4,1,,2
5.43E+12,2,21927,4,1,,2
5.43E+12,2,21949,4,1,,2
5.43E+12,2,21981,4,1,,2
5.43E+12,2,22023,4,1,,2
5.43E+12,2,22050,4,1,,2
5.43E+12,2,22054,4,1,,2
5.43102526807100E+12 Total,28,,,14,,2
5.43E+12,3,53,4,1,,3
5.43104388270100E+12 Total,3,,,1,,3
5.43E+12,3,7697,4,1,,3
5.43109066075700E+12 Total,3,,,1,,3
5.43E+12,2,18396,6,1,,2
5.43E+12,2,18431,6,1,,2
5.43113582320900E+12 Total,4,,,2,,2
5.43E+12,3,9526,6,1,,3
5.43124635613300E+12 Total,3,,,1,,3
5.43E+12,3,8796,2,1,,3
5.43125435969600E+12 Total,3,,,1,,3
5.43E+12,3,1465,2,1,,3
5.43126570578100E+12 Total,3,,,1,,3
5.43E+12,3,56,2,1,,3
5.43E+12,3,75,2,1,,3
5.43128854407100E+12 Total,6,,,2,,3
5.43E+12,3,8798,2,1,,3
5.43130105385000E+12 Total,3,,,1,,3
5.43E+12,3,9484,6,1,,3
5.43139945253900E+12 Total,3,,,1,,3
5.43E+12,3,382,6,1,,3
5.43139985200100E+12 Total,3,,,1,,3
5.43E+12,3,9046,2,1,,3
5.43E+12,3,9181,2,1,,3
5.43142810332000E+12 Total,6,,,2,,3
5.43E+12,3,9496,6,1,,3
5.43146718960500E+12 Total,3,,,1,,3
5.43E+12,3,7298,4,1,,3
5.43148615649700E+12 Total,3,,,1,,3
5.43E+12,3,7944,2,1,,3
5.43E+12,3,7946,2,1,,3
5.43E+12,3,8142,2,1,,3
5.43E+12,3,8414,2,1,,3
5.43151681880200E+12 Total,12,,,4,,3
5.43E+12,3,12170,4,1,,3
5.43152417762500E+12 Total,3,,,1,,3
5.43E+12,3,15427,2,1,,3
5.43E+12,3,15429,2,1,,3
5.43E+12,3,15458,2,1,,3
5.43E+12,3,15460,2,1,,3
5.43E+12,3,15462,2,1,,3
5.43E+12,3,15549,2,1,,3
5.43E+12,3,15578,2,1,,3
5.43E+12,3,15580,2,1,,3
5.43E+12,3,15582,2,1,,3
5.43E+12,3,15584,2,1,,3
5.43E+12,3,15613,2,1,,3
5.43E+12,3,15615,2,1,,3
5.43E+12,3,15644,2,1,,3
5.43E+12,3,15673,2,1,,3
5.43E+12,3,15675,2,1,,3
5.43E+12,3,15677,2,1,,3
5.43E+12,3,15679,2,1,,3
5.43E+12,3,15708,2,1,,3
5.43E+12,3,15710,2,1,,3
5.43E+12,3,15712,2,1,,3
5.43E+12,3,15714,2,1,,3
5.43E+12,3,15716,2,1,,3
5.43E+12,3,15718,2,1,,3
5.43E+12,3,15720,2,1,,3
5.43E+12,3,15780,2,1,,3
5.43E+12,3,15809,2,1,,3
5.43E+12,3,15811,2,1,,3
5.43E+12,3,15813,2,1,,3
5.43E+12,3,15815,2,1,,3
5.43E+12,3,15817,2,1,,3
5.43E+12,3,15819,2,1,,3
5.43E+12,3,15848,2,1,,3
5.43E+12,3,15939,2,1,,3
5.43E+12,3,15941,2,1,,3
5.43E+12,3,15943,2,1,,3
5.43E+12,3,15945,2,1,,3
5.43E+12,3,15947,2,1,,3
5.43E+12,3,15949,2,1,,3
5.43E+12,3,15978,2,1,,3
5.43E+12,3,15980,2,1,,3
5.43E+12,3,15982,2,1,,3
5.43E+12,3,15984,2,1,,3
5.43E+12,3,15986,2,1,,3
5.43E+12,3,15988,2,1,,3
5.43153779393700E+12 Total,132,,,44,,3
5.43E+12,3,12165,2,1,,3
5.43155427800500E+12 Total,3,,,1,,3
5.43E+12,3,1743,4,1,,3
5.43158107337100E+12 Total,3,,,1,,3
5.43E+12,3,7317,2,1,,3
5.43E+12,3,7319,2,1,,3
5.43E+12,3,7775,2,1,,3
5.43E+12,3,7791,2,1,,3
5.43E+12,3,7793,2,1,,3
5.43158721918100E+12 Total,15,,,5,,3
5.43E+12,3,9527,6,1,,3
5.43166695223300E+12 Total,3,,,1,,3
5.43E+12,3,7321,2,1,,3
5.43E+12,3,7323,2,1,,3
5.43E+12,3,7777,2,1,,3
5.43172991200300E+12 Total,9,,,3,,3
5.43E+12,3,2997,0,1,,3
5.43E+12,3,3033,0,1,,3
5.43E+12,3,3095,0,1,,3
5.43E+12,3,3165,0,1,,3
5.43E+12,3,3195,0,1,,3
5.43E+12,3,3239,0,1,,3
5.43E+12,3,3283,0,1,,3
5.43E+12,3,3346,0,1,,3
5.43E+12,3,3376,0,1,,3
5.43E+12,3,3448,0,1,,3
5.43E+12,3,3478,0,1,,3
5.43E+12,3,3537,0,1,,3
5.43E+12,3,3569,0,1,,3
5.43E+12,3,3632,0,1,,3
5.43E+12,3,3663,0,1,,3
5.43E+12,3,3706,0,1,,3
5.43E+12,3,3741,0,1,,3
5.43E+12,3,3785,0,1,,3
5.43173110037000E+12 Total,54,,,18,,3
5.43E+12,3,15338,4,1,,3
5.43173938286100E+12 Total,3,,,1,,3
5.43E+12,3,7443,4,1,,3
5.43174873100500E+12 Total,3,,,1,,3
5.43E+12,2,21529,4,1,,2
5.43E+12,2,21718,4,1,,2
5.43E+12,2,22051,4,1,,2
5.43175023836700E+12 Total,6,,,3,,2
5.43E+12,3,9582,4,1,,3
5.43181138801500E+12 Total,3,,,1,,3
5.43E+12,3,7831,4,1,,3
5.43E+12,3,7833,4,1,,3
5.43E+12,3,7835,4,1,,3
5.43E+12,3,7837,4,1,,3
5.43E+12,3,7839,4,1,,3
5.43E+12,3,7841,4,1,,3
5.43E+12,3,7843,4,1,,3
5.43E+12,3,7845,4,1,,3
5.43E+12,3,7847,4,1,,3
5.43E+12,3,7849,4,1,,3
5.43E+12,3,7854,4,1,,3
5.43E+12,3,7856,4,1,,3
5.43E+12,3,7858,4,1,,3
5.43E+12,3,7860,4,1,,3
5.43E+12,3,7862,4,1,,3
5.43E+12,3,7864,4,1,,3
5.43E+12,3,7866,4,1,,3
5.43E+12,3,7868,4,1,,3
5.43E+12,3,7870,4,1,,3
5.43E+12,3,7872,4,1,,3
5.43E+12,3,7874,4,1,,3
5.43E+12,3,7876,4,1,,3
5.43187129506200E+12 Total,66,,,22,,3
5.43E+12,2,21488,4,1,,2
5.43E+12,2,21490,4,1,,2
5.43E+12,2,21492,4,1,,2
5.43E+12,2,21495,4,1,,2
5.43E+12,2,21501,4,1,,2
5.43E+12,2,21510,4,1,,2
5.43E+12,2,21520,4,1,,2
5.43E+12,2,21527,4,1,,2
5.43E+12,2,21536,4,1,,2
5.43E+12,2,21538,4,1,,2
5.43E+12,2,21542,4,1,,2
5.43E+12,2,21550,4,1,,2
5.43E+12,2,21560,4,1,,2
5.43E+12,2,21562,4,1,,2
5.43E+12,2,21570,4,1,,2
5.43E+12,2,21576,4,1,,2
5.43E+12,2,21590,4,1,,2
5.43E+12,2,21600,4,1,,2
5.43E+12,2,21604,4,1,,2
5.43E+12,2,21615,4,1,,2
5.43E+12,2,21621,4,1,,2
5.43E+12,2,21623,4,1,,2
5.43E+12,2,21633,4,1,,2
5.43E+12,2,21650,4,1,,2
5.43E+12,2,21654,4,1,,2
5.43E+12,2,21666,4,1,,2
5.43E+12,2,21677,4,1,,2
5.43E+12,2,21683,4,1,,2
5.43E+12,2,21685,4,1,,2
5.43E+12,2,21690,4,1,,2
5.43E+12,2,21692,4,1,,2
5.43E+12,2,21696,4,1,,2
5.43E+12,2,21698,4,1,,2
5.43E+12,2,21705,4,1,,2
5.43E+12,2,21712,4,1,,2
5.43E+12,2,21724,4,1,,2
5.43E+12,2,21726,4,1,,2
5.43E+12,2,21731,4,1,,2
5.43E+12,2,21735,4,1,,2
5.43E+12,2,21742,4,1,,2
5.43E+12,2,21744,4,1,,2
5.43E+12,2,21753,4,1,,2
5.43E+12,2,21775,4,1,,2
5.43E+12,2,21800,4,1,,2
5.43E+12,2,21803,4,1,,2
5.43E+12,2,21813,4,1,,2
5.43E+12,2,21816,4,1,,2
5.43E+12,2,21820,4,1,,2
5.43E+12,2,21847,4,1,,2
5.43E+12,2,21858,4,1,,2
5.43E+12,2,21870,4,1,,2
5.43E+12,2,21873,4,1,,2
5.43E+12,2,21888,4,1,,2
5.43E+12,2,21894,4,1,,2
5.43E+12,2,21918,4,1,,2
5.43E+12,2,21933,4,1,,2
5.43E+12,2,21935,4,1,,2
5.43E+12,2,21937,4,1,,2
5.43E+12,2,21943,4,1,,2
5.43E+12,2,21945,4,1,,2
5.43E+12,2,21966,4,1,,2
5.43E+12,2,21983,4,1,,2
5.43E+12,2,21987,4,1,,2
5.43E+12,2,21993,4,1,,2
5.43E+12,2,21995,4,1,,2
5.43E+12,2,22004,4,1,,2
5.43E+12,2,22009,4,1,,2
5.43E+12,2,22013,4,1,,2
5.43E+12,2,22019,4,1,,2
5.43E+12,2,22036,4,1,,2
5.43E+12,2,22043,4,1,,2
5.43187232718300E+12 Total,142,,,71,,2
5.43E+12,3,1469,4,1,,3
5.43189710989700E+12 Total,3,,,1,,3
5.43E+12,2,21478,4,1,,2
5.43E+12,2,21486,4,1,,2
5.43E+12,2,21499,4,1,,2
5.43E+12,2,21506,4,1,,2
5.43E+12,2,21508,4,1,,2
5.43E+12,2,21512,4,1,,2
5.43E+12,2,21514,4,1,,2
5.43E+12,2,21518,4,1,,2
5.43E+12,2,21523,4,1,,2
5.43E+12,2,21534,4,1,,2
5.43E+12,2,21555,4,1,,2
5.43E+12,2,21566,4,1,,2
5.43E+12,2,21568,4,1,,2
5.43E+12,2,21572,4,1,,2
5.43E+12,2,21574,4,1,,2
5.43E+12,2,21578,4,1,,2
5.43E+12,2,21580,4,1,,2
5.43E+12,2,21596,4,1,,2
5.43E+12,2,21598,4,1,,2
5.43E+12,2,21606,4,1,,2
5.43E+12,2,21612,4,1,,2
5.43E+12,2,21617,4,1,,2
5.43E+12,2,21627,4,1,,2
5.43E+12,2,21635,4,1,,2
5.43E+12,2,21644,4,1,,2
5.43E+12,2,21646,4,1,,2
5.43E+12,2,21657,4,1,,2
5.43E+12,2,21687,4,1,,2
5.43E+12,2,21716,4,1,,2
5.43E+12,2,21719,4,1,,2
5.43E+12,2,21728,4,1,,2
5.43E+12,2,21740,4,1,,2
5.43E+12,2,21748,4,1,,2
5.43E+12,2,21761,4,1,,2
5.43E+12,2,21763,4,1,,2
5.43E+12,2,21769,4,1,,2
5.43E+12,2,21791,4,1,,2
5.43E+12,2,21794,4,1,,2
5.43E+12,2,21798,4,1,,2
5.43E+12,2,21806,4,1,,2
5.43E+12,2,21826,4,1,,2
5.43E+12,2,21832,4,1,,2
5.43E+12,2,21834,4,1,,2
5.43E+12,2,21851,4,1,,2
5.43E+12,2,21865,4,1,,2
5.43E+12,2,21876,4,1,,2
5.43E+12,2,21884,4,1,,2
5.43E+12,2,21886,4,1,,2
5.43E+12,2,21892,4,1,,2
5.43E+12,2,21899,4,1,,2
5.43E+12,2,21901,4,1,,2
5.43E+12,2,21903,4,1,,2
5.43E+12,2,21908,4,1,,2
5.43E+12,2,21922,4,1,,2
5.43E+12,2,21973,4,1,,2
5.43E+12,2,21990,4,1,,2
5.43E+12,2,21998,4,1,,2
5.43E+12,2,22025,4,1,,2
5.43E+12,2,22030,4,1,,2
5.43E+12,2,22048,4,1,,2
5.43196303263500E+12 Total,120,,,60,,2
5.43E+12,3,7681,2,1,,3
5.43E+12,3,7727,2,1,,3
5.43225226139900E+12 Total,6,,,2,,3
5.43E+12,3,8659,2,1,,3
5.43228223099000E+12 Total,3,,,1,,3
5.43E+12,3,895,4,1,,3
5.43E+12,3,1186,4,1,,3
5.43228471550200E+12 Total,6,,,2,,3
5.43E+12,3,122,4,1,,3
5.43231215639100E+12 Total,3,,,1,,3
5.43E+12,3,9907,6,1,,3
5.43241755321700E+12 Total,3,,,1,,3
5.43E+12,3,9508,6,1,,3
5.43244181644300E+12 Total,3,,,1,,3
5.43E+12,3,8007,4,1,,3
5.43E+12,3,8009,4,1,,3
5.43E+12,3,8043,4,1,,3
5.43E+12,3,8045,4,1,,3
5.43E+12,3,8200,4,1,,3
5.43E+12,3,8261,4,1,,3
5.43E+12,3,8293,4,1,,3
5.43E+12,3,8323,4,1,,3
5.43E+12,3,8501,4,1,,3
5.43E+12,3,8537,4,1,,3
5.43E+12,3,8539,4,1,,3
5.43244655340400E+12 Total,33,,,11,,3
5.43E+12,3,1147,2,1,,3
5.43E+12,3,1151,2,1,,3
5.43245659702800E+12 Total,6,,,2,,3
5.43E+12,3,1445,2,1,,3
5.43246582306900E+12 Total,3,,,1,,3
5.43E+12,3,70,4,1,,3
5.43248908672900E+12 Total,3,,,1,,3
5.43E+12,3,1142,4,1,,3
5.43E+12,3,1144,4,1,,3
5.43E+12,3,1244,4,1,,3
5.43252813935400E+12 Total,9,,,3,,3
5.43E+12,3,1476,4,1,,3
5.43254852956700E+12 Total,3,,,1,,3
5.43E+12,3,15520,2,1,,3
5.43E+12,3,15751,2,1,,3
5.43E+12,3,15877,2,1,,3
5.43E+12,3,15879,2,1,,3
5.43E+12,3,15910,2,1,,3
5.43255405688500E+12 Total,15,,,5,,3
5.43E+12,3,2611,4,1,,3
5.43262678938700E+12 Total,3,,,1,,3
5.43E+12,3,8079,2,1,,3
5.43264373537000E+12 Total,3,,,1,,3
5.43E+12,3,10078,0,1,,3
5.43265386796500E+12 Total,3,,,1,,3
5.43E+12,3,1579,2,1,,3
5.43267098942700E+12 Total,3,,,1,,3
5.43E+12,3,1490,4,1,,3
5.43275426447300E+12 Total,3,,,1,,3
5.43E+12,2,18386,6,1,,2
5.43E+12,2,18419,6,1,,2
5.43279275824100E+12 Total,4,,,2,,2
5.43E+12,2,18385,4,1,,2
5.43E+12,2,18436,4,1,,2
5.43280423457300E+12 Total,4,,,2,,2
5.43E+12,3,1462,2,1,,3
5.43282786337500E+12 Total,3,,,1,,3
5.43E+12,3,8809,2,1,,3
5.43285310767800E+12 Total,3,,,1,,3
5.43E+12,3,1149,4,1,,3
5.43286403936400E+12 Total,3,,,1,,3
5.43E+12,3,15369,2,1,,3
5.43E+12,3,15398,2,1,,3
5.43E+12,3,15491,2,1,,3
5.43E+12,3,15749,2,1,,3
5.43E+12,3,15908,2,1,,3
5.43299972576100E+12 Total,15,,,5,,3
5.43E+12,3,84,2,1,,3
5.43E+12,3,86,2,1,,3
5.43E+12,3,88,2,1,,3
5.43E+12,3,90,2,1,,3
5.43E+12,3,92,2,1,,3
5.43E+12,3,94,2,1,,3
5.43E+12,3,96,2,1,,3
5.43E+12,3,100,2,1,,3
5.43E+12,3,102,2,1,,3
5.43E+12,3,104,2,1,,3
5.43E+12,3,106,2,1,,3
5.43300055600100E+12 Total,33,,,11,,3
5.43E+12,3,8799,4,1,,3
5.43302912124200E+12 Total,3,,,1,,3
5.43E+12,3,1488,2,1,,3
5.43E+12,3,1492,2,1,,3
5.43303061068500E+12 Total,6,,,2,,3
5.43E+12,3,7941,2,1,,3
5.43308746411000E+12 Total,3,,,1,,3
5.43E+12,3,7882,2,1,,3
5.43E+12,3,8083,2,1,,3
5.43E+12,3,8113,2,1,,3
5.43E+12,3,8355,2,1,,3
5.43E+12,3,8357,2,1,,3
5.43E+12,3,8505,2,1,,3
5.43E+12,3,8535,2,1,,3
5.43309092350600E+12 Total,21,,,7,,3
5.43E+12,3,1458,2,1,,3
5.43320088705300E+12 Total,3,,,1,,3
5.43E+12,3,62,4,1,,3
5.43323235414100E+12 Total,3,,,1,,3
5.43E+12,3,9576,4,1,,3
5.43334321153500E+12 Total,3,,,1,,3
5.43E+12,3,2034,4,1,,3
5.43E+12,3,2036,4,1,,3
5.43E+12,3,2038,4,1,,3
5.43E+12,3,2044,4,1,,3
5.43E+12,3,2052,4,1,,3
5.43E+12,3,2054,4,1,,3
5.43335468514900E+12 Total,18,,,6,,3
5.43E+12,3,9581,6,1,,3
5.43337602256500E+12 Total,3,,,1,,3
5.43E+12,3,9183,2,1,,3
5.43339295899000E+12 Total,3,,,1,,3
5.43E+12,2,21516,4,1,,2
5.43E+12,2,21652,4,1,,2
5.43E+12,2,21738,4,1,,2
5.43E+12,2,21818,4,1,,2
5.43E+12,2,21849,4,1,,2
5.43E+12,2,22017,4,1,,2
5.43344441091900E+12 Total,12,,,6,,2
5.43E+12,3,1485,4,1,,3
5.43355159613900E+12 Total,3,,,1,,3
5.43E+12,3,29,4,1,,3
5.43363078978100E+12 Total,3,,,1,,3
5.43E+12,2,18527,4,1,,2
5.43365760721300E+12 Total,2,,,1,,2
5.43E+12,3,153,4,1,,3
5.43377014858300E+12 Total,3,,,1,,3
5.43E+12,2,21480,4,1,,2
5.43E+12,2,21497,4,1,,2
5.43E+12,2,21525,4,1,,2
5.43E+12,2,21544,4,1,,2
5.43E+12,2,21546,4,1,,2
5.43E+12,2,21694,4,1,,2
5.43E+12,2,21746,4,1,,2
5.43E+12,2,21751,4,1,,2
5.43E+12,2,21778,4,1,,2
5.43E+12,2,21785,4,1,,2
5.43E+12,2,21788,4,1,,2
5.43E+12,2,21796,4,1,,2
5.43E+12,2,21824,4,1,,2
5.43E+12,2,21836,4,1,,2
5.43E+12,2,21861,4,1,,2
5.43E+12,2,21880,4,1,,2
5.43E+12,2,21939,4,1,,2
5.43E+12,2,21947,4,1,,2
5.43E+12,2,21975,4,1,,2
5.43E+12,2,22000,4,1,,2
5.43E+12,2,22041,4,1,,2
5.43E+12,2,22046,4,1,,2
5.43E+12,2,22056,4,1,,2
5.43E+12,2,22058,4,1,,2
5.43378848353500E+12 Total,48,,,24,,2
5.43E+12,4,14566,2,1,,4
5.43386819562400E+12 Total,4,,,1,,4
5.43E+12,3,1381,2,1,,3
5.43388116999000E+12 Total,3,,,1,,3
5.43E+12,3,25,6,1,,3
5.43E+12,3,27,6,1,,3
5.43401047432900E+12 Total,6,,,2,,3
5.43E+12,3,8822,0,1,,3
5.43E+12,3,8850,0,1,,3
5.43E+12,3,8876,0,1,,3
5.43E+12,3,8903,0,1,,3
5.43E+12,3,8929,0,1,,3
5.43E+12,3,8956,0,1,,3
5.43E+12,3,8982,0,1,,3
5.43E+12,3,9018,0,1,,3
5.43E+12,3,9075,0,1,,3
5.43E+12,3,9102,0,1,,3
5.43E+12,3,9129,0,1,,3
5.43E+12,3,9155,0,1,,3
5.43E+12,3,9185,0,1,,3
5.43E+12,3,9212,0,1,,3
5.43E+12,3,9239,0,1,,3
5.43E+12,3,9265,0,1,,3
5.43413636836200E+12 Total,48,,,16,,3
5.43E+12,3,7883,0,1,,3
5.43E+12,3,7912,0,1,,3
5.43E+12,3,7947,0,1,,3
5.43E+12,3,8012,0,1,,3
5.43E+12,3,8053,0,1,,3
