FingerPrint,Week,Iteration,Unscheduled,Count ,,
5.33E+12,2,13924,4,1,,2
5.33E+12,2,13979,4,1,,2
5.33E+12,2,13983,4,1,,2
5.33E+12,2,13997,4,1,,2
5.33E+12,2,14190,4,1,,2
5.33E+12,2,14326,4,1,,2
5.33E+12,2,14330,4,1,,2
5.33E+12,2,14344,4,1,,2
5.33E+12,2,14513,4,1,,2
5.32550521313500E+12 Total,18,,,9,,2
5.33E+12,2,13876,6,1,,2
5.33E+12,2,14277,6,1,,2
5.33E+12,2,14375,6,1,,2
5.32559931829300E+12 Total,6,,,3,,2
5.33E+12,2,13870,6,1,,2
5.33E+12,2,14297,6,1,,2
5.33E+12,2,14422,6,1,,2
5.32560465371700E+12 Total,6,,,3,,2
5.33E+12,3,13272,2,1,,3
5.32564478351500E+12 Total,3,,,1,,3
5.33E+12,2,17482,8,1,,2
5.33E+12,2,17486,8,1,,2
5.33E+12,2,17494,8,1,,2
5.33E+12,2,17498,8,1,,2
5.32582452956800E+12 Total,8,,,4,,2
5.33E+12,3,18998,4,1,,3
5.32589448366200E+12 Total,3,,,1,,3
5.33E+12,3,22312,4,1,,3
5.32601592674600E+12 Total,3,,,1,,3
5.33E+12,3,22829,4,1,,3
5.32605829980200E+12 Total,3,,,1,,3
5.33E+12,4,2183,2,1,,4
5.33E+12,4,2429,2,1,,4
5.33E+12,4,2556,2,1,,4
5.32617812719700E+12 Total,12,,,3,,4
5.33E+12,4,2332,4,1,,4
5.33E+12,4,2495,4,1,,4
5.33E+12,4,2621,4,1,,4
5.32648417639700E+12 Total,12,,,3,,4
5.33E+12,2,13933,4,1,,2
5.33E+12,2,13980,4,1,,2
5.33E+12,2,13990,4,1,,2
5.33E+12,2,13998,4,1,,2
5.33E+12,2,14003,4,1,,2
5.33E+12,2,14009,4,1,,2
5.33E+12,2,14013,4,1,,2
5.33E+12,2,14019,4,1,,2
5.33E+12,2,14183,4,1,,2
5.33E+12,2,14187,4,1,,2
5.33E+12,2,14331,4,1,,2
5.33E+12,2,14335,4,1,,2
5.33E+12,2,14341,4,1,,2
5.33E+12,2,14496,4,1,,2
5.32658253775900E+12 Total,28,,,14,,2
5.33E+12,2,13994,4,1,,2
5.33E+12,2,14023,4,1,,2
5.33E+12,2,14173,4,1,,2
5.33E+12,2,14179,4,1,,2
5.33E+12,2,14349,4,1,,2
5.33E+12,2,14385,4,1,,2
5.33E+12,2,14391,4,1,,2
5.33E+12,2,14405,4,1,,2
5.33E+12,2,14502,4,1,,2
5.32658787318300E+12 Total,18,,,9,,2
5.33E+12,4,7001,0,1,,4
5.33E+12,4,7273,0,1,,4
5.33E+12,4,7438,0,1,,4
5.32671038992500E+12 Total,12,,,3,,4
5.33E+12,3,13187,2,1,,3
5.32673394551500E+12 Total,3,,,1,,3
5.33E+12,2,13837,2,1,,2
5.33E+12,2,13839,2,1,,2
5.33E+12,2,13843,2,1,,2
5.33E+12,2,13845,2,1,,2
5.33E+12,2,13849,2,1,,2
5.33E+12,2,13851,2,1,,2
5.33E+12,2,13855,2,1,,2
5.33E+12,2,13857,2,1,,2
5.33E+12,2,13893,2,1,,2
5.33E+12,2,13895,2,1,,2
5.33E+12,2,13897,2,1,,2
5.33E+12,2,13899,2,1,,2
5.33E+12,2,13901,2,1,,2
5.33E+12,2,13905,2,1,,2
5.33E+12,2,13907,2,1,,2
5.33E+12,2,13909,2,1,,2
5.33E+12,2,13911,2,1,,2
5.33E+12,2,14031,2,1,,2
5.33E+12,2,14033,2,1,,2
5.33E+12,2,14035,2,1,,2
5.33E+12,2,14037,2,1,,2
5.33E+12,2,14041,2,1,,2
5.33E+12,2,14045,2,1,,2
5.33E+12,2,14049,2,1,,2
5.33E+12,2,14051,2,1,,2
5.33E+12,2,14145,2,1,,2
5.33E+12,2,14147,2,1,,2
5.33E+12,2,14149,2,1,,2
5.33E+12,2,14151,2,1,,2
5.33E+12,2,14155,2,1,,2
5.33E+12,2,14157,2,1,,2
5.33E+12,2,14161,2,1,,2
5.33E+12,2,14165,2,1,,2
5.33E+12,2,14236,2,1,,2
5.33E+12,2,14240,2,1,,2
5.33E+12,2,14242,2,1,,2
5.33E+12,2,14244,2,1,,2
5.33E+12,2,14248,2,1,,2
5.33E+12,2,14250,2,1,,2
5.33E+12,2,14252,2,1,,2
5.33E+12,2,14256,2,1,,2
5.33E+12,2,14442,2,1,,2
5.33E+12,2,14444,2,1,,2
5.33E+12,2,14448,2,1,,2
5.33E+12,2,14452,2,1,,2
5.33E+12,2,14454,2,1,,2
5.33E+12,2,14456,2,1,,2
5.33E+12,2,14458,2,1,,2
5.33E+12,2,14460,2,1,,2
5.33E+12,2,14462,2,1,,2
5.32676687924700E+12 Total,100,,,50,,2
5.33E+12,2,17503,6,1,,2
5.32678893812400E+12 Total,2,,,1,,2
5.33E+12,3,22131,4,1,,3
5.33E+12,3,22309,4,1,,3
5.33E+12,3,22372,4,1,,3
5.33E+12,3,22417,4,1,,3
5.33E+12,3,22686,4,1,,3
5.33E+12,3,22720,4,1,,3
5.33E+12,3,22757,4,1,,3
5.32685717511800E+12 Total,21,,,7,,3
5.33E+12,2,17193,8,1,,2
5.33E+12,2,17310,8,1,,2
5.32688664524400E+12 Total,4,,,2,,2
5.33E+12,3,22307,4,1,,3
5.33E+12,3,22682,4,1,,3
5.32704633796400E+12 Total,6,,,2,,3
5.33E+12,3,22133,2,1,,3
5.33E+12,3,22380,2,1,,3
5.33E+12,3,22722,2,1,,3
5.33E+12,3,22800,2,1,,3
5.32705878828800E+12 Total,12,,,4,,3
5.33E+12,4,12191,2,1,,4
5.32722489846900E+12 Total,4,,,1,,4
5.33E+12,4,12183,4,1,,4
5.32727961880500E+12 Total,4,,,1,,4
5.33E+12,4,12185,2,1,,4
5.32750727186100E+12 Total,4,,,1,,4
5.33E+12,4,12189,2,1,,4
5.32767284573300E+12 Total,4,,,1,,4
5.33E+12,2,13833,2,1,,2
5.33E+12,2,13889,2,1,,2
5.33E+12,2,14027,2,1,,2
5.33E+12,2,14141,2,1,,2
5.33E+12,2,14232,2,1,,2
5.33E+12,2,14438,2,1,,2
5.32784646436300E+12 Total,12,,,6,,2
5.33E+12,3,18887,4,1,,3
5.33E+12,3,19011,4,1,,3
5.32785071780000E+12 Total,6,,,2,,3
5.33E+12,4,15260,4,1,,4
5.32785201413700E+12 Total,4,,,1,,4
5.33E+12,4,2056,2,1,,4
5.32785909747700E+12 Total,4,,,1,,4
5.33E+12,3,18630,6,1,,3
5.33E+12,3,18642,6,1,,3
5.33E+12,3,18646,6,1,,3
5.32789921112200E+12 Total,9,,,3,,3
5.33E+12,4,813,0,1,,4
5.32804172329800E+12 Total,4,,,1,,4
5.33E+12,3,22670,2,1,,3
5.33E+12,3,22856,2,1,,3
5.32811781820400E+12 Total,6,,,2,,3
5.33E+12,3,22411,2,1,,3
5.32816933829000E+12 Total,3,,,1,,3
5.33E+12,3,13195,4,1,,3
5.32826535252100E+12 Total,3,,,1,,3
5.33E+12,3,22311,2,1,,3
5.33E+12,3,22419,2,1,,3
5.33E+12,3,22480,2,1,,3
5.33E+12,3,22690,2,1,,3
5.33E+12,3,22767,2,1,,3
5.32826864549000E+12 Total,15,,,5,,3
5.33E+12,3,18668,4,1,,3
5.32841526492000E+12 Total,3,,,1,,3
5.33E+12,5,5172,2,1,,5
5.32842677615500E+12 Total,5,,,1,,5
5.33E+12,4,5528,2,1,,4
5.33E+12,4,5533,2,1,,4
5.32851360926600E+12 Total,8,,,2,,4
5.33E+12,3,18783,6,1,,3
5.32875211186600E+12 Total,3,,,1,,3
5.33E+12,3,13495,6,1,,3
5.32878367134500E+12 Total,3,,,1,,3
5.33E+12,4,3430,2,1,,4
5.33E+12,4,3532,2,1,,4
5.32880318365200E+12 Total,8,,,2,,4
5.33E+12,4,2989,2,1,,4
5.32880498117200E+12 Total,4,,,1,,4
5.33E+12,2,17487,6,1,,2
5.32889021005200E+12 Total,2,,,1,,2
5.33E+12,4,7328,2,1,,4
5.33E+12,4,7435,2,1,,4
5.32890495840500E+12 Total,8,,,2,,4
5.33E+12,4,202,2,1,,4
5.32895309066100E+12 Total,4,,,1,,4
5.33E+12,2,17038,8,1,,2
5.33E+12,2,17040,8,1,,2
5.33E+12,2,17042,8,1,,2
5.33E+12,2,17044,8,1,,2
5.33E+12,2,17046,8,1,,2
5.33E+12,2,17048,8,1,,2
5.33E+12,2,17050,8,1,,2
5.33E+12,2,17052,8,1,,2
5.33E+12,2,17054,8,1,,2
5.33E+12,2,17056,8,1,,2
5.33E+12,2,17058,8,1,,2
5.33E+12,2,17060,8,1,,2
5.32898702748800E+12 Total,24,,,12,,2
5.33E+12,4,812,2,1,,4
5.32915593089000E+12 Total,4,,,1,,4
5.33E+12,3,18893,4,1,,3
5.32921498549400E+12 Total,3,,,1,,3
5.33E+12,3,18665,4,1,,3
5.32934965807800E+12 Total,3,,,1,,3
5.33E+12,2,17138,8,1,,2
5.33E+12,2,17461,8,1,,2
5.33E+12,2,17465,8,1,,2
5.33E+12,2,17467,8,1,,2
5.32961393076000E+12 Total,8,,,4,,2
5.33E+12,2,17501,6,1,,2
5.32963772942400E+12 Total,2,,,1,,2
5.33E+12,2,17091,8,1,,2
5.32971702612800E+12 Total,2,,,1,,2
5.33E+12,4,7204,2,1,,4
5.32978731616500E+12 Total,4,,,1,,4
5.33E+12,3,18657,4,1,,3
5.33E+12,3,18667,4,1,,3
5.32986170218200E+12 Total,6,,,2,,3
5.33E+12,3,18997,6,1,,3
5.33E+12,3,19001,6,1,,3
5.32996171497800E+12 Total,6,,,2,,3
5.33E+12,4,2991,4,1,,4
5.33E+12,4,3533,4,1,,4
5.33E+12,4,3621,4,1,,4
5.32998594441200E+12 Total,12,,,3,,4
5.33E+12,4,15367,0,1,,4
5.33008964910900E+12 Total,4,,,1,,4
5.33E+12,4,17919,0,1,,4
5.33009352078600E+12 Total,4,,,1,,4
5.33E+12,4,7677,0,1,,4
5.33E+12,4,7711,0,1,,4
5.33014943918900E+12 Total,8,,,2,,4
5.33E+12,2,17318,8,1,,2
5.33E+12,2,17515,8,1,,2
5.33021307366400E+12 Total,4,,,2,,2
5.33E+12,4,12179,2,1,,4
5.33025851972500E+12 Total,4,,,1,,4
5.33E+12,4,12184,4,1,,4
5.33044457825300E+12 Total,4,,,1,,4
5.33E+12,4,15279,4,1,,4
5.33055786784900E+12 Total,4,,,1,,4
5.33E+12,2,17311,8,1,,2
5.33061310024000E+12 Total,2,,,1,,2
5.33E+12,4,2179,4,1,,4
5.33E+12,4,2361,4,1,,4
5.33E+12,4,2428,4,1,,4
5.33E+12,4,2432,4,1,,4
5.33E+12,4,2522,4,1,,4
5.33E+12,4,2552,4,1,,4
5.33062734555700E+12 Total,24,,,6,,4
5.33E+12,3,13183,4,1,,3
5.33E+12,3,13288,4,1,,3
5.33064355513900E+12 Total,6,,,2,,3
5.33E+12,2,13834,2,1,,2
5.33E+12,2,13840,2,1,,2
5.33E+12,2,13846,2,1,,2
5.33E+12,2,13852,2,1,,2
5.33E+12,2,13890,2,1,,2
5.33E+12,2,13902,2,1,,2
5.33E+12,2,13912,2,1,,2
5.33E+12,2,14028,2,1,,2
5.33E+12,2,14038,2,1,,2
5.33E+12,2,14042,2,1,,2
5.33E+12,2,14046,2,1,,2
5.33E+12,2,14142,2,1,,2
5.33E+12,2,14152,2,1,,2
5.33E+12,2,14158,2,1,,2
5.33E+12,2,14162,2,1,,2
5.33E+12,2,14233,2,1,,2
5.33E+12,2,14237,2,1,,2
5.33E+12,2,14245,2,1,,2
5.33E+12,2,14253,2,1,,2
5.33E+12,2,14439,2,1,,2
5.33E+12,2,14445,2,1,,2
5.33E+12,2,14449,2,1,,2
5.33078212366300E+12 Total,44,,,22,,2
5.33E+12,3,13309,6,1,,3
5.33E+12,3,13311,6,1,,3
5.33096064717100E+12 Total,6,,,2,,3
5.33E+12,3,13305,4,1,,3
5.33103295646500E+12 Total,3,,,1,,3
5.33E+12,4,7880,0,1,,4
5.33110348193800E+12 Total,4,,,1,,4
5.33E+12,2,17130,8,1,,2
5.33E+12,2,17199,8,1,,2
5.33E+12,2,17519,8,1,,2
5.33123118491200E+12 Total,6,,,3,,2
5.33E+12,3,22412,2,1,,3
5.33E+12,3,22750,2,1,,3
5.33130435961400E+12 Total,6,,,2,,3
5.33E+12,2,17195,8,1,,2
5.33E+12,2,17523,8,1,,2
5.33132310502800E+12 Total,4,,,2,,2
5.33E+12,2,17105,8,1,,2
5.33E+12,2,17511,8,1,,2
5.33E+12,2,17533,8,1,,2
5.33133428028000E+12 Total,6,,,3,,2
5.33E+12,3,18879,4,1,,3
5.33136189544400E+12 Total,3,,,1,,3
5.33E+12,2,17031,8,1,,2
5.33142620039600E+12 Total,2,,,1,,2
5.33E+12,3,18661,4,1,,3
5.33166987004800E+12 Total,3,,,1,,3
5.33E+12,3,13289,4,1,,3
5.33168991952900E+12 Total,3,,,1,,3
5.33E+12,2,17109,8,1,,2
5.33E+12,2,17304,8,1,,2
5.33E+12,2,17455,8,1,,2
5.33171520268800E+12 Total,6,,,3,,2
5.33E+12,2,17489,6,1,,2
5.33E+12,2,17497,6,1,,2
5.33173900135200E+12 Total,4,,,2,,2
5.33E+12,3,22796,2,1,,3
5.33179504752800E+12 Total,3,,,1,,3
5.33E+12,2,13835,2,1,,2
5.33E+12,2,13841,2,1,,2
5.33E+12,2,13847,2,1,,2
5.33E+12,2,13853,2,1,,2
5.33E+12,2,13891,2,1,,2
5.33E+12,2,13903,2,1,,2
5.33E+12,2,13913,2,1,,2
5.33E+12,2,14029,2,1,,2
5.33E+12,2,14039,2,1,,2
5.33E+12,2,14043,2,1,,2
5.33E+12,2,14047,2,1,,2
5.33E+12,2,14143,2,1,,2
5.33E+12,2,14153,2,1,,2
5.33E+12,2,14159,2,1,,2
5.33E+12,2,14163,2,1,,2
5.33E+12,2,14234,2,1,,2
5.33E+12,2,14238,2,1,,2
5.33E+12,2,14246,2,1,,2
5.33E+12,2,14254,2,1,,2
5.33E+12,2,14440,2,1,,2
5.33E+12,2,14446,2,1,,2
5.33E+12,2,14450,2,1,,2
5.33186478371100E+12 Total,44,,,22,,2
5.33E+12,4,10076,0,1,,4
5.33186970836700E+12 Total,4,,,1,,4
5.33E+12,3,13273,2,1,,3
5.33E+12,3,13275,2,1,,3
5.33E+12,3,13277,2,1,,3
5.33192689637500E+12 Total,9,,,3,,3
5.33E+12,4,8820,2,1,,4
5.33198498840600E+12 Total,4,,,1,,4
5.33E+12,3,22313,2,1,,3
5.33E+12,3,22382,2,1,,3
5.33209316258600E+12 Total,6,,,2,,3
5.33E+12,3,13191,4,1,,3
5.33E+12,3,13317,4,1,,3
5.33221004942500E+12 Total,6,,,2,,3
5.33E+12,2,17092,8,1,,2
5.33E+12,2,17528,8,1,,2
5.33223035439200E+12 Total,4,,,2,,2
5.33E+12,4,12195,2,1,,4
5.33240571501300E+12 Total,4,,,1,,4
5.33E+12,4,2360,2,1,,4
5.33E+12,4,2431,2,1,,4
5.33E+12,4,2591,2,1,,4
5.33E+12,4,2678,2,1,,4
5.33E+12,4,2680,2,1,,4
5.33E+12,4,2871,2,1,,4
5.33E+12,4,2873,2,1,,4
5.33243829422100E+12 Total,28,,,7,,4
5.33E+12,4,7763,2,1,,4
5.33247644670900E+12 Total,4,,,1,,4
5.33E+12,2,17094,8,1,,2
5.33E+12,2,17313,8,1,,2
5.33250520632000E+12 Total,4,,,2,,2
5.33E+12,3,22130,2,1,,3
5.33E+12,3,22308,2,1,,3
5.33E+12,3,22671,2,1,,3
5.33E+12,3,22683,2,1,,3
5.33251421681600E+12 Total,12,,,4,,3
5.33E+12,3,13175,2,1,,3
5.33272931095900E+12 Total,3,,,1,,3
5.33E+12,2,17122,8,1,,2
5.33E+12,2,17126,8,1,,2
5.33E+12,2,17134,8,1,,2
5.33E+12,2,17203,8,1,,2
5.33E+12,2,17457,8,1,,2
5.33294035918000E+12 Total,10,,,5,,2
5.33E+12,4,7302,0,1,,4
5.33E+12,4,7768,0,1,,4
5.33299933323700E+12 Total,8,,,2,,4
5.33E+12,2,17029,8,1,,2
5.33E+12,2,17189,8,1,,2
5.33E+12,2,17513,8,1,,2
5.33E+12,2,17527,8,1,,2
5.33300390219600E+12 Total,8,,,4,,2
5.33E+12,2,17481,6,1,,2
5.33E+12,2,17485,6,1,,2
5.33E+12,2,17493,6,1,,2
5.33302770086000E+12 Total,6,,,3,,2
5.33E+12,3,19012,4,1,,3
5.33303208729800E+12 Total,3,,,1,,3
5.33E+12,2,17095,8,1,,2
5.33E+12,2,17118,8,1,,2
5.33E+12,2,17314,8,1,,2
5.33E+12,2,17324,8,1,,2
5.33304345454800E+12 Total,8,,,4,,2
5.33E+12,3,18654,4,1,,3
5.33307029470800E+12 Total,3,,,1,,3
5.33E+12,3,13145,4,1,,3
5.33325890464900E+12 Total,3,,,1,,3
5.33E+12,2,17037,6,1,,2
5.33E+12,2,17039,6,1,,2
5.33E+12,2,17041,6,1,,2
5.33E+12,2,17043,6,1,,2
5.33E+12,2,17045,6,1,,2
5.33E+12,2,17047,6,1,,2
5.33E+12,2,17049,6,1,,2
5.33E+12,2,17051,6,1,,2
5.33E+12,2,17053,6,1,,2
5.33E+12,2,17055,6,1,,2
5.33E+12,2,17057,6,1,,2
5.33E+12,2,17059,6,1,,2
5.33327075986000E+12 Total,24,,,12,,2
5.33E+12,3,18873,4,1,,3
5.33E+12,3,18993,4,1,,3
5.33328634920800E+12 Total,6,,,2,,3
5.33E+12,3,22271,2,1,,3
5.33330301978800E+12 Total,3,,,1,,3
5.33E+12,2,17139,8,1,,2
5.33342390844400E+12 Total,2,,,1,,2
5.33E+12,2,17009,8,1,,2
5.33E+12,2,17101,8,1,,2
5.33342437695600E+12 Total,4,,,2,,2
5.33E+12,2,17192,8,1,,2
5.33E+12,2,17309,8,1,,2
5.33E+12,2,17514,8,1,,2
5.33346189154000E+12 Total,6,,,3,,2
5.33E+12,3,13177,2,1,,3
5.33E+12,3,13179,2,1,,3
5.33E+12,3,13181,2,1,,3
5.33E+12,3,13280,2,1,,3
5.33E+12,3,13282,2,1,,3
5.33E+12,3,13284,2,1,,3
5.33E+12,3,13286,2,1,,3
5.33E+12,3,13292,2,1,,3
5.33364029462500E+12 Total,24,,,8,,3
5.33E+12,4,7765,2,1,,4
5.33373417567700E+12 Total,4,,,1,,4
5.33E+12,3,13299,4,1,,3
5.33392872583900E+12 Total,3,,,1,,3
5.33E+12,4,79,2,1,,4
5.33397020089300E+12 Total,4,,,1,,4
5.33E+12,3,13313,4,1,,3
5.33409220734700E+12 Total,3,,,1,,3
5.33E+12,3,13618,2,1,,3
5.33418907047500E+12 Total,3,,,1,,3
5.33E+12,3,18861,2,1,,3
5.33421630502000E+12 Total,3,,,1,,3
5.33E+12,2,17488,6,1,,2
5.33422303426800E+12 Total,2,,,1,,2
5.33E+12,2,17131,8,1,,2
5.33E+12,2,17468,8,1,,2
5.33433162632000E+12 Total,4,,,2,,2
5.33E+12,3,18841,4,1,,3
5.33E+12,3,18843,4,1,,3
5.33434819645000E+12 Total,6,,,2,,3
5.33E+12,3,18655,4,1,,3
5.33456596582800E+12 Total,3,,,1,,3
5.33E+12,2,17204,6,1,,2
5.33460616020400E+12 Total,2,,,1,,2
5.33E+12,2,17021,8,1,,2
5.33E+12,2,17025,8,1,,2
5.33462115634800E+12 Total,4,,,2,,2
5.33E+12,4,809,2,1,,4
5.33468512002600E+12 Total,4,,,1,,4
5.33E+12,2,17023,8,1,,2
5.33E+12,2,17099,8,1,,2
5.33E+12,2,17183,8,1,,2
5.33471307646400E+12 Total,6,,,3,,2
5.33E+12,3,22270,2,1,,3
5.33478247548200E+12 Total,3,,,1,,3
5.33E+12,2,16952,8,1,,2
5.33E+12,2,16956,8,1,,2
5.33E+12,2,16962,8,1,,2
5.33E+12,2,16970,8,1,,2
5.33E+12,2,16982,8,1,,2
5.33E+12,2,16984,8,1,,2
5.33E+12,2,16986,8,1,,2
5.33E+12,2,16988,8,1,,2
5.33E+12,2,16996,8,1,,2
5.33E+12,2,16998,8,1,,2
5.33E+12,2,17000,8,1,,2
5.33E+12,2,17002,8,1,,2
5.33E+12,2,17064,8,1,,2
5.33E+12,2,17066,8,1,,2
5.33E+12,2,17068,8,1,,2
5.33E+12,2,17074,8,1,,2
5.33E+12,2,17076,8,1,,2
5.33E+12,2,17281,8,1,,2
5.33E+12,2,17283,8,1,,2
5.33E+12,2,17285,8,1,,2
5.33E+12,2,17291,8,1,,2
5.33E+12,2,17293,8,1,,2
5.33E+12,2,17295,8,1,,2
5.33E+12,2,17297,8,1,,2
5.33E+12,2,17329,8,1,,2
5.33E+12,2,17331,8,1,,2
5.33E+12,2,17337,8,1,,2
5.33E+12,2,17341,8,1,,2
5.33E+12,2,17343,8,1,,2
5.33E+12,2,17347,8,1,,2
5.33E+12,2,17349,8,1,,2
5.33E+12,2,17351,8,1,,2
5.33E+12,2,17401,8,1,,2
5.33E+12,2,17405,8,1,,2
5.33E+12,2,17407,8,1,,2
5.33E+12,2,17415,8,1,,2
5.33E+12,2,17417,8,1,,2
5.33486421534800E+12 Total,74,,,37,,2
5.34E+12,4,18,2,1,,4
5.33502783001300E+12 Total,4,,,1,,4
5.34E+12,2,17015,8,1,,2
5.33504163110800E+12 Total,2,,,1,,2
5.34E+12,2,17014,8,1,,2
5.34E+12,2,17317,8,1,,2
5.33507914569200E+12 Total,4,,,2,,2
5.34E+12,3,13185,4,1,,3
5.33526112410100E+12 Total,3,,,1,,3
5.34E+12,3,22302,2,1,,3
5.34E+12,3,22673,2,1,,3
5.33536498435400E+12 Total,6,,,2,,3
5.34E+12,3,13376,4,1,,3
5.34E+12,3,13404,4,1,,3
5.34E+12,3,13432,4,1,,3
5.34E+12,3,13462,4,1,,3
5.34E+12,3,13492,4,1,,3
5.34E+12,3,13522,4,1,,3
5.34E+12,3,13554,4,1,,3
5.34E+12,3,13582,4,1,,3
5.34E+12,3,13610,4,1,,3
5.34E+12,3,13646,4,1,,3
5.34E+12,3,13674,4,1,,3
5.34E+12,3,13704,4,1,,3
5.34E+12,3,13734,4,1,,3
5.34E+12,3,13762,4,1,,3
5.34E+12,3,13790,4,1,,3
5.33537034072500E+12 Total,45,,,15,,3
5.34E+12,3,13165,4,1,,3
5.33547157989100E+12 Total,3,,,1,,3
5.34E+12,2,17480,6,1,,2
5.34E+12,2,17484,6,1,,2
5.34E+12,2,17492,6,1,,2
5.34E+12,2,17496,6,1,,2
5.33584028842000E+12 Total,8,,,4,,2
5.34E+12,2,17114,8,1,,2
5.34E+12,2,17121,8,1,,2
5.34E+12,2,17133,8,1,,2
5.33589517775600E+12 Total,6,,,3,,2
5.34E+12,4,556,2,1,,4
5.33592096094900E+12 Total,4,,,1,,4
5.34E+12,4,145,2,1,,4
5.33594132096500E+12 Total,4,,,1,,4
5.34E+12,2,17500,6,1,,2
5.33594338378800E+12 Total,2,,,1,,2
5.34E+12,3,22310,2,1,,3
5.34E+12,3,22418,2,1,,3
5.34E+12,3,22479,2,1,,3
5.34E+12,3,22766,2,1,,3
5.33605344636800E+12 Total,12,,,4,,3
5.34E+12,3,13170,2,1,,3
5.33612097247300E+12 Total,3,,,1,,3
5.34E+12,2,17110,8,1,,2
5.34E+12,2,17190,8,1,,2
5.34E+12,2,17305,8,1,,2
5.33615119396000E+12 Total,6,,,3,,2
5.34E+12,3,13151,2,1,,3
5.34E+12,3,13155,2,1,,3
5.34E+12,3,13159,2,1,,3
5.33625564413500E+12 Total,9,,,3,,3
5.34E+12,3,13193,6,1,,3
5.34E+12,3,13319,6,1,,3
5.33627261516500E+12 Total,6,,,2,,3
5.34E+12,2,17027,8,1,,2
5.34E+12,2,17181,8,1,,2
5.34E+12,2,17302,8,1,,2
5.34E+12,2,17451,8,1,,2
5.34E+12,2,17471,8,1,,2
5.33633033061600E+12 Total,10,,,5,,2
5.34E+12,3,22369,2,1,,3
5.34E+12,3,22373,2,1,,3
5.34E+12,3,22375,2,1,,3
5.34E+12,3,22377,2,1,,3
5.34E+12,3,22687,2,1,,3
5.34E+12,3,22752,2,1,,3
5.34E+12,3,22758,2,1,,3
5.34E+12,3,22760,2,1,,3
5.33633873391200E+12 Total,24,,,8,,3
5.34E+12,4,15267,2,1,,4
5.33633892496900E+12 Total,4,,,1,,4
5.34E+12,4,1467,0,1,,4
5.33641261649300E+12 Total,4,,,1,,4
5.34E+12,4,2987,2,1,,4
5.33648280724400E+12 Total,4,,,1,,4
5.34E+12,3,19009,4,1,,3
5.33653271276000E+12 Total,3,,,1,,3
5.34E+12,2,16954,8,1,,2
5.34E+12,2,16958,8,1,,2
5.34E+12,2,16960,8,1,,2
5.34E+12,2,16964,8,1,,2
5.34E+12,2,16966,8,1,,2
5.34E+12,2,16968,8,1,,2
5.34E+12,2,16972,8,1,,2
5.34E+12,2,16974,8,1,,2
5.34E+12,2,16980,8,1,,2
5.34E+12,2,16990,8,1,,2
5.34E+12,2,16992,8,1,,2
5.34E+12,2,16994,8,1,,2
5.34E+12,2,17070,8,1,,2
5.34E+12,2,17072,8,1,,2
5.34E+12,2,17078,8,1,,2
5.34E+12,2,17080,8,1,,2
5.34E+12,2,17082,8,1,,2
5.34E+12,2,17084,8,1,,2
5.34E+12,2,17086,8,1,,2
5.34E+12,2,17275,8,1,,2
5.34E+12,2,17277,8,1,,2
5.34E+12,2,17279,8,1,,2
5.34E+12,2,17287,8,1,,2
5.34E+12,2,17289,8,1,,2
5.34E+12,2,17333,8,1,,2
5.34E+12,2,17335,8,1,,2
5.34E+12,2,17339,8,1,,2
5.34E+12,2,17345,8,1,,2
5.34E+12,2,17395,8,1,,2
5.34E+12,2,17397,8,1,,2
5.34E+12,2,17399,8,1,,2
5.34E+12,2,17403,8,1,,2
5.34E+12,2,17409,8,1,,2
5.34E+12,2,17411,8,1,,2
5.34E+12,2,17413,8,1,,2
5.33657338961600E+12 Total,70,,,35,,2
5.34E+12,3,18890,4,1,,3
5.34E+12,3,18892,4,1,,3
5.34E+12,3,18990,4,1,,3
5.33672338857200E+12 Total,9,,,3,,3
5.34E+12,3,13434,2,1,,3
5.34E+12,3,13464,2,1,,3
5.34E+12,3,13494,2,1,,3
5.34E+12,3,13526,2,1,,3
5.34E+12,3,13616,2,1,,3
5.34E+12,3,13706,2,1,,3
5.33702691972500E+12 Total,18,,,6,,3
5.34E+12,3,19008,4,1,,3
5.33710345101200E+12 Total,3,,,1,,3
5.34E+12,4,48,2,1,,4
5.33713099046100E+12 Total,4,,,1,,4
5.34E+12,3,13278,4,1,,3
5.33717162824900E+12 Total,3,,,1,,3
5.34E+12,3,18669,4,1,,3
5.34E+12,3,18671,4,1,,3
5.34E+12,3,18673,4,1,,3
5.33717942944800E+12 Total,9,,,3,,3
5.34E+12,3,13321,0,1,,3
5.34E+12,3,13496,0,1,,3
5.33718580996100E+12 Total,6,,,2,,3
5.34E+12,3,18840,4,1,,3
5.33726466205600E+12 Total,3,,,1,,3
5.34E+12,3,13158,6,1,,3
5.33732568519700E+12 Total,3,,,1,,3
5.34E+12,2,17016,6,1,,2
5.34E+12,2,17096,6,1,,2
5.34E+12,2,17102,6,1,,2
5.34E+12,2,17119,6,1,,2
5.34E+12,2,17184,6,1,,2
5.34E+12,2,17186,6,1,,2
5.34E+12,2,17319,6,1,,2
5.34E+12,2,17321,6,1,,2
5.34E+12,2,17530,6,1,,2
5.33733344572000E+12 Total,18,,,9,,2
5.34E+12,2,17458,6,1,,2
5.34E+12,2,17516,6,1,,2
5.33743654108800E+12 Total,4,,,2,,2
5.34E+12,3,22132,2,1,,3
5.34E+12,3,22379,2,1,,3
5.34E+12,3,22721,2,1,,3
5.34E+12,3,22799,2,1,,3
